"ID","Generator","Status","Result Status","Proxy Role","Keep SR2","Has SR2","Highlight","Aqu_Ca","Aqu_Cl","Aqu_Mg","Aqu_Na","Aqu_SO4","Inj_CaComp","Inj_Cl","Inj_MgComp","Inj_NaComp","Inj_SO4Comp","InjectorStw","Tres","Inj_Temp","Oil_Recovery","Execution Node","Dataset Path","Optimal","Comment"
"486","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","0.317449","0.21323801","4.6251548","0.0052209095","0.0072230432","0.052749672","0.012405782","0.081073772","0.0004298592","278.9834","176.7","190","60.819042","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00486.dat","False",""
"487","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","3.1067934","0.419317","2.4243444","0.0052209095","0.0081183216","0.1267653","0.001835579","0.037691132","0.0025289088","199.274","148.8","220","52.621288","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00487.dat","False",""
"488","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","5.1988017","0.25445381","2.974547","0.000477839","0.004537208","0.11442936","0.009385724","0.011661548","0.001479384","225.8438","167.4","220","59.740482","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00488.dat","False",""
"489","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","3.1067934","0.00715902","2.974547","0.0033236813","0.00095609431","0.040413734","0.001835579","0.011661548","0.0022665276","292.2683","139.5","240","54.464714","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00489.dat","False",""
"490","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","7.29081","0.13080641","4.6251548","0.0080667518","0.0054324864","0.040413734","0.009385724","0.011661548","0.000167478","332.123","167.4","220","64.430794","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00490.dat","False",""
"491","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","0.317449","0.17202221","0.7737366","0.000477839","0.0081183216","0.077421548","0.00032555","0.04636766","0.0017417652","305.5532","158.1","190","64.994987","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00491.dat","False",""
"492","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","1.7121212","0.00715902","5.1753574","0.0061695236","0.0090136","0.1267653","0.01542584","0.04636766","0.0020041464","265.6985","158.1","230","53.74593","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00492.dat","False",""
"493","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","2.4094573","0.3368854","2.974547","0.00996398","0.0027466511","0.015741858","0.01542584","0.00298502","0.0025289088","278.9834","167.4","160","53.417244","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00493.dat","False",""
"494","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","3.8041295","0.17202221","1.8741418","0.0090153659","6.08159E-05","0.06508561","0.01542584","0.04636766","0.0012170028","212.5589","158.1","200","52.874844","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00494.dat","False",""
"495","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","3.1067934","0.00715902","0.223534","0.0014264531","0.0054324864","0.11442936","0.00032555","0.081073772","0.001479384","278.9834","223.2","180","53.108425","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00495.dat","False",""
"496","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","1.7121212","0.419317","4.0749522","0.00996398","0.0063277648","0.015741858","0.009385724","0.063720716","0.00279129","278.9834","195.3","220","53.502808","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00496.dat","False",""
"497","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","1.0147851","0.25445381","4.6251548","0.0080667518","0.0054324864","0.052749672","0.006365666","0.011661548","0.0020041464","199.274","195.3","190","52.111782","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00497.dat","False",""
"498","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","0.317449","0.048374818","5.1753574","0.000477839","0.0027466511","0.11442936","0.001835579","0.072397244","0.0009546216","212.5589","148.8","240","67.036537","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00498.dat","False",""
"499","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","5.8961378","0.3781012","1.8741418","0.0042722954","6.08159E-05","0.06508561","0.012405782","0.037691132","0.0022665276","318.8381","167.4","190","54.107277","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00499.dat","False",""
"500","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","4.5014656","0.089590616","2.4243444","0.000477839","0.0018513727","0.015741858","0.009385724","0.037691132","0.0004298592","292.2683","148.8","240","67.772614","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00500.dat","False",""
"501","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","5.1988017","0.25445381","5.72556","0.00996398","0.0054324864","0.015741858","0.010895753","0.037691132","0.0006922404","252.4136","195.3","230","56.911259","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00501.dat","False",""
"502","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","7.29081","0.00715902","5.72556","0.000477839","0.00095609431","0.077421548","0.006365666","0.055044188","0.0009546216","332.123","195.3","240","57.62149","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00502.dat","False",""
"503","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","1.7121212","0.048374818","3.5247496","0.00996398","0.004537208","0.089757486","0.009385724","0.081073772","0.0017417652","212.5589","232.5","230","52.487576","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00503.dat","False",""
"504","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","1.0147851","0.419317","1.8741418","0.00996398","0.0081183216","0.11442936","0.003345608","0.020338076","0.00279129","212.5589","204.6","200","52.290016","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00504.dat","False",""
"505","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","4.5014656","0.29566961","5.1753574","0.000477839","0.0063277648","0.052749672","0.00032555","0.04636766","0.0006922404","278.9834","204.6","180","68.982361","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00505.dat","False",""
"506","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","5.8961378","0.29566961","4.0749522","0.0080667518","0.0018513727","0.06508561","0.004855637","0.081073772","0.0006922404","292.2683","223.2","200","57.163628","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00506.dat","False",""
"507","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","2.4094573","0.3781012","0.7737366","0.0042722954","0.0072230432","0.028077796","0.012405782","0.029014604","0.0025289088","252.4136","204.6","230","53.140251","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00507.dat","False",""
"508","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","1.0147851","0.21323801","5.72556","0.00996398","0.0063277648","0.015741858","0.01542584","0.0897503","0.0009546216","278.9834","186","220","57.70789","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00508.dat","False",""
"509","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","5.8961378","0.25445381","2.4243444","0.0090153659","0.0018513727","0.00340592","0.00032555","0.029014604","0.0012170028","305.5532","186","220","53.957176","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00509.dat","False",""
"510","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","1.0147851","0.00715902","1.8741418","0.00996398","0.0081183216","0.00340592","0.007875695","0.020338076","0.0025289088","252.4136","232.5","250","53.092461","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00510.dat","False",""
"511","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","6.5934739","0.17202221","0.7737366","0.0014264531","0.0027466511","0.077421548","0.010895753","0.063720716","0.001479384","252.4136","195.3","210","53.218384","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00511.dat","False",""
"512","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","1.7121212","0.3368854","2.974547","0.00996398","0.0072230432","0.1267653","0.001835579","0.072397244","0.0017417652","265.6985","186","250","53.571411","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00512.dat","False",""
"513","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","4.5014656","0.13080641","3.5247496","0.000477839","0.004537208","0.028077796","0.006365666","0.0897503","0.0022665276","239.1287","186","220","53.287094","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00513.dat","False",""
"514","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","5.1988017","0.17202221","3.5247496","0.0014264531","0.0081183216","0.1267653","0.004855637","0.081073772","0.0017417652","239.1287","232.5","240","53.140385","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00514.dat","False",""
"515","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","0.317449","0.089590616","2.974547","0.0090153659","0.0081183216","0.06508561","0.01542584","0.029014604","0.00279129","199.274","148.8","160","52.277386","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00515.dat","False",""
"516","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","1.7121212","0.089590616","1.8741418","0.0061695236","0.00095609431","0.1267653","0.003345608","0.011661548","0.001479384","239.1287","232.5","250","52.971142","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00516.dat","False",""
"517","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","6.5934739","0.13080641","0.7737366","0.00996398","0.0018513727","0.06508561","0.009385724","0.029014604","0.001479384","332.123","195.3","190","53.934601","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00517.dat","False",""
"518","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","3.1067934","0.25445381","5.72556","0.000477839","0.004537208","0.11442936","0.01542584","0.081073772","0.00279129","239.1287","213.9","240","54.737949","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00518.dat","False",""
"519","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","3.1067934","0.13080641","5.72556","0.0090153659","0.0063277648","0.06508561","0.009385724","0.072397244","0.0006922404","332.123","148.8","190","63.174473","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00519.dat","False",""
"520","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","5.8961378","0.048374818","1.3239392","0.0014264531","0.0018513727","0.077421548","0.009385724","0.020338076","0.0020041464","212.5589","204.6","230","52.685215","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00520.dat","False",""
"521","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","7.29081","0.089590616","3.5247496","0.0052209095","0.0063277648","0.00340592","0.010895753","0.011661548","0.0022665276","265.6985","176.7","180","53.399826","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00521.dat","False",""
"522","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","1.7121212","0.3781012","4.6251548","0.0071181377","0.00095609431","0.10209342","0.012405782","0.029014604","0.00279129","239.1287","176.7","190","52.94677","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00522.dat","False",""
"523","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","2.4094573","0.089590616","4.6251548","0.0090153659","6.08159E-05","0.040413734","0.006365666","0.0897503","0.0012170028","292.2683","148.8","220","54.201748","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00523.dat","False",""
"524","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","7.29081","0.3781012","3.5247496","0.0080667518","0.0027466511","0.089757486","0.007875695","0.020338076","0.000167478","332.123","213.9","180","61.984894","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00524.dat","False",""
"525","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","4.5014656","0.419317","2.4243444","0.00996398","0.00095609431","0.06508561","0.010895753","0.020338076","0.0025289088","292.2683","232.5","220","53.530323","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00525.dat","False",""
"526","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","2.4094573","0.419317","4.6251548","0.0014264531","0.0054324864","0.11442936","0.001835579","0.055044188","0.0020041464","292.2683","223.2","170","53.250435","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00526.dat","False",""
"527","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","5.8961378","0.00715902","3.5247496","0.0090153659","0.0027466511","0.052749672","0.00032555","0.037691132","0.00279129","225.8438","223.2","180","52.679665","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00527.dat","False",""
"528","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","7.29081","0.25445381","4.0749522","0.0052209095","6.08159E-05","0.028077796","0.006365666","0.072397244","0.0009546216","239.1287","139.5","230","54.492905","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00528.dat","False",""
"529","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","2.4094573","0.048374818","2.974547","0.0014264531","0.0054324864","0.00340592","0.001835579","0.011661548","0.0020041464","252.4136","213.9","240","53.179493","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00529.dat","False",""
"530","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","7.29081","0.13080641","5.1753574","0.0061695236","0.0072230432","0.11442936","0.01542584","0.081073772","0.0012170028","212.5589","186","240","53.644363","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00530.dat","False",""
"531","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","3.1067934","0.25445381","4.6251548","0.0052209095","0.004537208","0.028077796","0.01542584","0.081073772","0.0022665276","332.123","195.3","250","54.349781","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00531.dat","False",""
"532","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","7.29081","0.29566961","2.974547","0.0014264531","0.0090136","0.015741858","0.007875695","0.055044188","0.0022665276","225.8438","158.1","180","53.021534","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00532.dat","False",""
"533","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","3.8041295","0.089590616","2.4243444","0.0061695236","0.0036419295","0.10209342","0.001835579","0.011661548","0.0022665276","332.123","158.1","150","54.082291","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00533.dat","False",""
"534","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","3.8041295","0.419317","3.5247496","0.0090153659","0.004537208","0.1267653","0.010895753","0.055044188","0.000167478","265.6985","232.5","200","56.551811","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00534.dat","False",""
"535","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","3.1067934","0.419317","4.0749522","0.0061695236","6.08159E-05","0.1267653","0.009385724","0.011661548","0.00279129","212.5589","186","210","52.625805","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00535.dat","False",""
"536","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","1.0147851","0.21323801","2.974547","0.00996398","0.0018513727","0.052749672","0.001835579","0.029014604","0.0006922404","292.2683","148.8","220","58.3661","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00536.dat","False",""
"537","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","1.0147851","0.13080641","1.3239392","0.0023750672","0.0072230432","0.06508561","0.013915811","0.072397244","0.0022665276","265.6985","213.9","250","53.333389","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00537.dat","False",""
"538","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","2.4094573","0.3781012","2.974547","0.0061695236","0.004537208","0.077421548","0.00032555","0.011661548","0.0009546216","199.274","176.7","200","52.55851","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00538.dat","False",""
"539","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","0.317449","0.25445381","2.4243444","0.0052209095","0.00095609431","0.015741858","0.007875695","0.072397244","0.0025289088","199.274","186","250","52.318127","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00539.dat","False",""
"540","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","3.8041295","0.048374818","5.72556","0.0080667518","0.0081183216","0.11442936","0.006365666","0.063720716","0.0006922404","225.8438","232.5","220","55.25631","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00540.dat","False",""
"541","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","5.8961378","0.25445381","5.72556","0.000477839","0.0018513727","0.06508561","0.003345608","0.04636766","0.0022665276","199.274","186","170","54.690037","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00541.dat","False",""
"542","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","3.8041295","0.13080641","2.974547","0.0090153659","0.0036419295","0.00340592","0.006365666","0.055044188","0.000167478","225.8438","195.3","230","55.712013","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00542.dat","False",""
"543","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","0.317449","0.25445381","4.6251548","0.0071181377","0.0090136","0.040413734","0.012405782","0.081073772","0.0009546216","332.123","204.6","220","62.114388","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00543.dat","False",""
"544","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","2.4094573","0.21323801","0.7737366","0.0023750672","0.00095609431","0.077421548","0.006365666","0.029014604","0.0006922404","305.5532","186","220","65.457436","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00544.dat","False",""
"545","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","1.0147851","0.00715902","5.72556","0.0033236813","0.0081183216","0.06508561","0.00032555","0.037691132","0.0017417652","305.5532","167.4","210","54.01778","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00545.dat","False",""
"546","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","4.5014656","0.00715902","3.5247496","0.00996398","0.0081183216","0.077421548","0.001835579","0.020338076","0.0012170028","265.6985","232.5","220","53.614674","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00546.dat","False",""
"547","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","1.0147851","0.048374818","2.4243444","0.00996398","0.0036419295","0.015741858","0.013915811","0.055044188","0.0004298592","239.1287","186","150","56.816845","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00547.dat","False",""
"548","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","5.8961378","0.089590616","0.223534","0.0033236813","0.0054324864","0.06508561","0.003345608","0.055044188","0.0022665276","292.2683","213.9","250","53.789764","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00548.dat","False",""
"549","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","3.8041295","0.048374818","4.6251548","0.0071181377","0.004537208","0.10209342","0.009385724","0.063720716","0.0004298592","252.4136","186","230","57.57719","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00549.dat","False",""
"550","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","3.1067934","0.3781012","0.7737366","0.0080667518","0.0036419295","0.015741858","0.013915811","0.00298502","0.0012170028","265.6985","186","220","56.469528","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00550.dat","False",""
"551","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","7.29081","0.21323801","2.974547","0.0033236813","0.004537208","0.00340592","0.01542584","0.011661548","0.0017417652","332.123","139.5","210","55.264328","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00551.dat","False",""
"552","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","5.1988017","0.25445381","1.3239392","0.0090153659","0.0018513727","0.10209342","0.009385724","0.029014604","0.0009546216","332.123","148.8","160","56.212158","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00552.dat","False",""
"553","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","3.1067934","0.3781012","2.4243444","0.0033236813","0.0090136","0.028077796","0.006365666","0.0897503","0.0017417652","278.9834","213.9","190","53.251892","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00553.dat","False",""
"554","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","7.29081","0.00715902","5.1753574","0.0033236813","6.08159E-05","0.1267653","0.013915811","0.081073772","0.0006922404","212.5589","176.7","190","55.600594","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00554.dat","False",""
"555","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","5.1988017","0.00715902","1.3239392","0.0014264531","0.0081183216","0.089757486","0.006365666","0.0897503","0.0009546216","318.8381","167.4","160","61.268658","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00555.dat","False",""
"556","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","1.0147851","0.089590616","2.974547","0.0052209095","0.0027466511","0.10209342","0.01542584","0.063720716","0.00279129","265.6985","167.4","160","53.215359","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00556.dat","False",""
"557","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","4.5014656","0.17202221","1.3239392","0.0023750672","0.0081183216","0.077421548","0.009385724","0.011661548","0.001479384","252.4136","232.5","190","52.916321","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00557.dat","False",""
"558","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","0.317449","0.17202221","2.974547","0.0014264531","0.0018513727","0.077421548","0.006365666","0.063720716","0.0006922404","199.274","167.4","160","58.053555","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00558.dat","False",""
"559","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","5.8961378","0.00715902","1.3239392","0.0014264531","6.08159E-05","0.052749672","0.01542584","0.04636766","0.0017417652","212.5589","232.5","190","52.473896","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00559.dat","False",""
"560","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","4.5014656","0.3368854","1.8741418","0.000477839","0.0081183216","0.11442936","0.009385724","0.04636766","0.0020041464","225.8438","232.5","160","58.332005","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00560.dat","False",""
"561","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","0.317449","0.29566961","1.3239392","0.0090153659","0.004537208","0.1267653","0.003345608","0.0897503","0.0022665276","292.2683","195.3","150","53.205746","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00561.dat","False",""
"562","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","1.0147851","0.089590616","0.7737366","0.0080667518","6.08159E-05","0.077421548","0.004855637","0.0897503","0.0017417652","265.6985","204.6","160","52.866615","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00562.dat","False",""
"563","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","5.1988017","0.048374818","1.3239392","0.0042722954","0.0027466511","0.028077796","0.010895753","0.063720716","0.0025289088","292.2683","223.2","250","53.760902","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00563.dat","False",""
"564","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","7.29081","0.048374818","5.72556","0.0023750672","0.0018513727","0.040413734","0.001835579","0.072397244","0.0025289088","239.1287","186","150","52.973293","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00564.dat","False",""
"565","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","5.8961378","0.13080641","4.0749522","0.0071181377","0.0036419295","0.06508561","0.009385724","0.011661548","0.0004298592","318.8381","158.1","250","63.416294","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00565.dat","False",""
"566","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","6.5934739","0.048374818","5.1753574","0.0090153659","0.0018513727","0.00340592","0.012405782","0.037691132","0.0012170028","292.2683","158.1","150","54.312683","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00566.dat","False",""
"567","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","4.5014656","0.17202221","3.5247496","0.0014264531","0.0090136","0.089757486","0.012405782","0.081073772","0.00279129","252.4136","167.4","150","53.097145","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00567.dat","False",""
"568","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","6.5934739","0.25445381","2.4243444","0.0033236813","0.00095609431","0.015741858","0.001835579","0.029014604","0.0022665276","199.274","158.1","230","52.717857","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00568.dat","False",""
"569","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","0.317449","0.21323801","0.223534","0.00996398","0.0036419295","0.00340592","0.010895753","0.081073772","0.0022665276","212.5589","139.5","200","52.77528","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00569.dat","False",""
"570","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","4.5014656","0.3368854","3.5247496","0.0071181377","0.0072230432","0.077421548","0.003345608","0.072397244","0.0022665276","265.6985","158.1","240","53.851063","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00570.dat","False",""
"571","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","2.4094573","0.29566961","1.8741418","0.0090153659","0.0090136","0.089757486","0.001835579","0.055044188","0.0017417652","225.8438","213.9","210","52.631702","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00571.dat","False",""
