"ID","Generator","Status","Result Status","Proxy Role","Keep SR2","Has SR2","Highlight","Aqu_Ca","Aqu_Cl","Aqu_Mg","Aqu_Na","Aqu_SO4","Inj_CaComp","Inj_Cl","Inj_MgComp","Inj_NaComp","Inj_SO4Comp","InjectorStw","Tres","Inj_Temp","Oil_Recovery","Execution Node","Dataset Path","Optimal","Comment"
"175","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","4.5014656","0.29566961","3.5247496","0.0061695236","0.0090136","0.040413734","0.00032555","0.00298502","0.000167478","305.5532","213.9","240","62.738903","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00175.dat","False",""
"176","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","1.7121212","0.25445381","1.3239392","0.0014264531","6.08159E-05","0.00340592","0.012405782","0.011661548","0.0012170028","332.123","176.7","160","59.898869","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00176.dat","False",""
"177","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","6.5934739","0.3368854","0.7737366","0.0014264531","0.0081183216","0.028077796","0.013915811","0.029014604","0.000167478","239.1287","213.9","160","63.435108","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00177.dat","False",""
"178","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","1.7121212","0.00715902","0.7737366","0.0033236813","0.0027466511","0.10209342","0.013915811","0.055044188","0.0004298592","318.8381","167.4","170","65.703514","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00178.dat","False",""
"179","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","2.4094573","0.13080641","0.7737366","0.0014264531","0.004537208","0.089757486","0.01542584","0.081073772","0.00279129","225.8438","139.5","230","53.274353","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00179.dat","False",""
"180","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","1.0147851","0.25445381","1.8741418","0.0080667518","0.0027466511","0.06508561","0.001835579","0.04636766","0.0004298592","278.9834","204.6","220","58.161137","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00180.dat","False",""
"181","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","7.29081","0.25445381","5.72556","0.0061695236","6.08159E-05","0.089757486","0.01542584","0.04636766","0.000167478","265.6985","167.4","250","61.220409","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00181.dat","False",""
"182","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","2.4094573","0.00715902","2.4243444","0.0033236813","0.0027466511","0.10209342","0.012405782","0.0897503","0.000167478","239.1287","148.8","170","60.467354","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00182.dat","False",""
"183","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","7.29081","0.21323801","1.8741418","0.0023750672","0.0054324864","0.089757486","0.00032555","0.020338076","0.0009546216","292.2683","213.9","200","56.516735","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00183.dat","False",""
"184","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","1.7121212","0.17202221","0.223534","0.0042722954","0.0018513727","0.052749672","0.013915811","0.0897503","0.0020041464","305.5532","139.5","150","54.046455","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00184.dat","False",""
"185","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","5.8961378","0.419317","5.72556","0.0061695236","0.0036419295","0.11442936","0.001835579","0.020338076","0.0006922404","225.8438","167.4","210","54.953915","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00185.dat","False",""
"186","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","5.8961378","0.25445381","5.1753574","0.00996398","0.00095609431","0.040413734","0.012405782","0.020338076","0.0022665276","225.8438","223.2","150","52.642578","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00186.dat","False",""
"187","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","1.0147851","0.048374818","1.8741418","0.0042722954","0.00095609431","0.00340592","0.01542584","0.011661548","0.00279129","239.1287","176.7","220","52.981327","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00187.dat","False",""
"188","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","5.1988017","0.00715902","1.8741418","0.00996398","0.0036419295","0.077421548","0.012405782","0.0897503","0.0020041464","212.5589","176.7","220","52.721355","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00188.dat","False",""
"189","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","5.1988017","0.419317","4.6251548","0.000477839","0.0090136","0.040413734","0.00032555","0.029014604","0.0012170028","199.274","176.7","170","62.303917","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00189.dat","False",""
"190","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","3.8041295","0.048374818","5.1753574","0.0071181377","0.004537208","0.028077796","0.010895753","0.011661548","0.0025289088","265.6985","176.7","170","53.266766","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00190.dat","False",""
"191","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","3.8041295","0.3368854","5.72556","0.00996398","0.0090136","0.015741858","0.001835579","0.00298502","0.0009546216","212.5589","223.2","240","54.535389","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00191.dat","False",""
"192","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","4.5014656","0.3368854","5.72556","0.0061695236","0.0081183216","0.052749672","0.009385724","0.0897503","0.0006922404","212.5589","223.2","150","54.699375","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00192.dat","False",""
"193","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","7.29081","0.21323801","2.974547","0.0023750672","0.004537208","0.077421548","0.01542584","0.055044188","0.0017417652","305.5532","223.2","150","53.398788","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00193.dat","False",""
"194","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","2.4094573","0.21323801","5.72556","0.0061695236","0.0036419295","0.089757486","0.010895753","0.00298502","0.0006922404","292.2683","139.5","220","61.752041","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00194.dat","False",""
"195","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","4.5014656","0.3781012","0.7737366","0.0080667518","0.0090136","0.1267653","0.01542584","0.063720716","0.000167478","252.4136","158.1","230","58.871632","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00195.dat","False",""
"196","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","2.4094573","0.048374818","5.72556","0.0052209095","0.0081183216","0.028077796","0.01542584","0.011661548","0.0017417652","199.274","195.3","240","52.90419","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00196.dat","False",""
"197","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","1.7121212","0.3781012","2.4243444","0.0080667518","6.08159E-05","0.040413734","0.001835579","0.037691132","0.0009546216","265.6985","204.6","250","53.427422","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00197.dat","False",""
"198","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","3.8041295","0.3781012","4.6251548","0.0052209095","0.0018513727","0.028077796","0.013915811","0.029014604","0.0009546216","265.6985","204.6","210","57.130466","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00198.dat","False",""
"199","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","6.5934739","0.00715902","0.223534","0.0052209095","0.0072230432","0.00340592","0.004855637","0.020338076","0.0022665276","212.5589","204.6","160","52.338291","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00199.dat","False",""
"200","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","0.317449","0.00715902","4.6251548","0.000477839","0.0054324864","0.089757486","0.007875695","0.072397244","0.0020041464","318.8381","195.3","160","58.2915","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00200.dat","False",""
"201","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","5.1988017","0.089590616","4.0749522","0.00996398","0.0018513727","0.052749672","0.010895753","0.00298502","0.000167478","212.5589","148.8","150","55.054241","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00201.dat","False",""
"202","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","1.7121212","0.3781012","1.8741418","0.0014264531","6.08159E-05","0.015741858","0.010895753","0.081073772","0.001479384","199.274","186","180","52.066982","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00202.dat","False",""
"203","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","6.5934739","0.3368854","2.974547","0.0033236813","0.00095609431","0.077421548","0.01542584","0.037691132","0.0009546216","332.123","186","190","61.502594","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00203.dat","False",""
"204","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","4.5014656","0.17202221","3.5247496","0.0033236813","0.0081183216","0.015741858","0.010895753","0.072397244","0.001479384","305.5532","148.8","190","54.189819","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00204.dat","False",""
"205","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","4.5014656","0.3368854","1.3239392","0.0080667518","0.004537208","0.089757486","0.012405782","0.04636766","0.0006922404","265.6985","213.9","180","56.642521","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00205.dat","False",""
"206","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","0.317449","0.13080641","5.72556","0.000477839","0.0081183216","0.052749672","0.010895753","0.00298502","0.0022665276","265.6985","167.4","160","54.342041","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00206.dat","False",""
"207","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","5.8961378","0.3781012","0.223534","0.0071181377","0.0036419295","0.015741858","0.006365666","0.072397244","0.001479384","265.6985","223.2","160","52.9674","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00207.dat","False",""
"208","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","3.8041295","0.17202221","0.7737366","0.0061695236","0.0036419295","0.028077796","0.001835579","0.011661548","0.00279129","199.274","213.9","200","52.148186","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00208.dat","False",""
"209","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","7.29081","0.29566961","1.8741418","0.0080667518","0.0027466511","0.077421548","0.01542584","0.063720716","0.0020041464","292.2683","167.4","220","54.02108","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00209.dat","False",""
"210","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","2.4094573","0.089590616","3.5247496","0.0052209095","0.0027466511","0.077421548","0.007875695","0.037691132","0.0025289088","252.4136","232.5","160","52.719124","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00210.dat","False",""
"211","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","3.1067934","0.29566961","0.7737366","0.00996398","0.0072230432","0.015741858","0.013915811","0.072397244","0.0006922404","318.8381","158.1","220","63.055477","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00211.dat","False",""
"212","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","5.8961378","0.13080641","2.4243444","0.0090153659","0.0072230432","0.015741858","0.004855637","0.020338076","0.0004298592","305.5532","223.2","230","61.899601","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00212.dat","False",""
"213","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","2.4094573","0.3368854","4.0749522","0.0042722954","0.0063277648","0.10209342","0.004855637","0.00298502","0.0020041464","305.5532","213.9","240","53.843639","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00213.dat","False",""
"214","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","1.7121212","0.048374818","1.3239392","0.0033236813","0.0018513727","0.1267653","0.009385724","0.081073772","0.0022665276","199.274","167.4","250","52.470272","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00214.dat","False",""
"215","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","3.8041295","0.048374818","2.974547","0.000477839","6.08159E-05","0.1267653","0.006365666","0.029014604","0.0025289088","212.5589","195.3","250","54.73595","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00215.dat","False",""
"216","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","2.4094573","0.17202221","0.7737366","0.0033236813","0.0054324864","0.06508561","0.013915811","0.055044188","0.0006922404","332.123","223.2","230","66.078995","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00216.dat","False",""
"217","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","2.4094573","0.419317","5.1753574","0.0080667518","0.0054324864","0.06508561","0.009385724","0.063720716","0.0006922404","318.8381","195.3","210","61.851013","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00217.dat","False",""
"218","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","1.7121212","0.00715902","5.1753574","0.000477839","0.0081183216","0.015741858","0.00032555","0.011661548","0.0017417652","292.2683","148.8","200","57.112637","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00218.dat","False",""
"219","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","0.317449","0.00715902","0.223534","0.0033236813","0.0018513727","0.040413734","0.003345608","0.04636766","0.0004298592","292.2683","158.1","200","65.65947","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00219.dat","False",""
"220","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","5.1988017","0.3368854","4.0749522","0.0090153659","0.0036419295","0.00340592","0.012405782","0.037691132","0.00279129","252.4136","167.4","210","53.423363","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00220.dat","False",""
"221","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","1.7121212","0.29566961","2.4243444","0.0033236813","0.004537208","0.040413734","0.003345608","0.072397244","0.000167478","239.1287","186","190","59.287235","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00221.dat","False",""
"222","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","1.7121212","0.29566961","4.0749522","0.0042722954","0.0063277648","0.077421548","0.006365666","0.00298502","0.0012170028","318.8381","158.1","160","54.201488","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00222.dat","False",""
"223","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","1.7121212","0.21323801","4.0749522","0.0052209095","0.0018513727","0.06508561","0.006365666","0.029014604","0.0022665276","292.2683","204.6","170","53.303181","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00223.dat","False",""
"224","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","2.4094573","0.3368854","1.8741418","0.0052209095","0.0027466511","0.1267653","0.01542584","0.081073772","0.000167478","212.5589","158.1","160","55.711685","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00224.dat","False",""
"225","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","5.1988017","0.25445381","0.223534","0.0014264531","0.0090136","0.077421548","0.01542584","0.063720716","0.0009546216","332.123","176.7","210","68.10466","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00225.dat","False",""
"226","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","2.4094573","0.29566961","0.7737366","0.00996398","0.0081183216","0.06508561","0.013915811","0.055044188","0.001479384","239.1287","158.1","210","53.227779","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00226.dat","False",""
"227","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","3.1067934","0.25445381","5.1753574","0.0023750672","0.004537208","0.089757486","0.004855637","0.072397244","0.0017417652","292.2683","167.4","240","54.099545","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00227.dat","False",""
"228","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","2.4094573","0.29566961","2.974547","0.0071181377","0.0027466511","0.028077796","0.007875695","0.0897503","0.0012170028","278.9834","213.9","190","53.249001","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00228.dat","False",""
"229","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","5.8961378","0.21323801","3.5247496","0.0042722954","0.0018513727","0.11442936","0.013915811","0.055044188","0.0020041464","332.123","158.1","240","54.735123","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00229.dat","False",""
"230","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","2.4094573","0.419317","2.4243444","0.0023750672","0.0063277648","0.040413734","0.013915811","0.063720716","0.001479384","212.5589","213.9","150","52.130505","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00230.dat","False",""
"231","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.62408569","4.5014656","0.13080641","1.8741418","0.000477839","0.00095609431","0.052749672","0.009385724","0.055044188","0.0022665276","252.4136","195.3","220","55.420773","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00231.dat","False",""
"232","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","1.7121212","0.3781012","1.8741418","0.00996398","0.0054324864","0.015741858","0.01542584","0.037691132","0.0004298592","212.5589","148.8","160","54.874645","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00232.dat","False",""
"233","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","2.4094573","0.3368854","5.1753574","0.0052209095","0.0090136","0.06508561","0.01542584","0.04636766","0.001479384","239.1287","204.6","180","52.835732","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00233.dat","False",""
"234","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","1.0147851","0.17202221","1.8741418","0.000477839","0.0063277648","0.10209342","0.007875695","0.037691132","0.001479384","239.1287","213.9","240","67.408585","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00234.dat","False",""
"235","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","3.1067934","0.25445381","0.223534","0.0023750672","0.004537208","0.10209342","0.013915811","0.055044188","0.0004298592","332.123","223.2","240","65.971878","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00235.dat","False",""
"236","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","5.1988017","0.21323801","5.1753574","0.000477839","0.0027466511","0.10209342","0.012405782","0.0897503","0.000167478","278.9834","213.9","180","66.562843","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00236.dat","False",""
"237","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","5.1988017","0.3781012","2.974547","0.0033236813","0.004537208","0.00340592","0.006365666","0.055044188","0.00279129","252.4136","148.8","210","53.607212","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00237.dat","False",""
"238","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.37145038","3.1067934","0.29566961","4.6251548","0.000477839","6.08159E-05","0.077421548","0.003345608","0.055044188","0.0020041464","225.8438","139.5","170","54.586109","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00238.dat","False",""
"239","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","1.7121212","0.089590616","0.223534","0.0033236813","0.0036419295","0.052749672","0.01542584","0.055044188","0.0009546216","199.274","186","160","54.441914","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00239.dat","False",""
"240","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.11881507","3.1067934","0.3368854","5.1753574","0.0080667518","0.0036419295","0.00340592","0.004855637","0.055044188","0.0017417652","212.5589","148.8","170","52.741554","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00240.dat","False",""
"241","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","2.4094573","0.089590616","4.0749522","0.0023750672","0.0036419295","0.00340592","0.00032555","0.063720716","0.0020041464","305.5532","223.2","200","53.534508","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00241.dat","False",""
"242","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","3.1067934","0.29566961","2.4243444","0.0042722954","0.0054324864","0.11442936","0.01542584","0.055044188","0.0012170028","212.5589","176.7","220","53.227318","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00242.dat","False",""
"243","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","3.1067934","0.25445381","3.5247496","0.0042722954","0.004537208","0.11442936","0.003345608","0.020338076","0.001479384","305.5532","204.6","150","53.365643","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00243.dat","False",""
"244","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","6.5934739","0.13080641","1.3239392","0.0052209095","6.08159E-05","0.00340592","0.00032555","0.037691132","0.0004298592","225.8438","176.7","170","56.334858","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00244.dat","False",""
"245","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","1.7121212","0.048374818","0.223534","0.0071181377","0.0081183216","0.040413734","0.004855637","0.020338076","0.0009546216","318.8381","139.5","170","60.70599","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00245.dat","False",""
"246","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.28723861","7.29081","0.419317","0.7737366","0.000477839","0.0054324864","0.089757486","0.003345608","0.011661548","0.001479384","292.2683","186","220","58.929794","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00246.dat","False",""
"247","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","1.0147851","0.21323801","1.8741418","0.0090153659","0.0072230432","0.040413734","0.004855637","0.072397244","0.000167478","225.8438","186","220","55.637074","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00247.dat","False",""
"248","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","5.8961378","0.29566961","2.974547","0.0023750672","0.0063277648","0.028077796","0.007875695","0.055044188","0.001479384","278.9834","167.4","230","53.913597","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00248.dat","False",""
"249","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","3.8041295","0.17202221","5.1753574","0.0033236813","0.0036419295","0.015741858","0.00032555","0.037691132","0.001479384","212.5589","158.1","230","52.911842","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00249.dat","False",""
"250","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.45566215","6.5934739","0.17202221","0.223534","0.0061695236","0.0054324864","0.00340592","0.001835579","0.00298502","0.00279129","305.5532","158.1","190","54.054859","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00250.dat","False",""
"251","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","3.1067934","0.3781012","4.6251548","0.0080667518","0.0072230432","0.11442936","0.004855637","0.081073772","0.0017417652","199.274","213.9","240","52.42168","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00251.dat","False",""
"252","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.79250923","5.1988017","0.3368854","1.3239392","0.0080667518","0.0027466511","0.040413734","0.004855637","0.00298502","0.0025289088","239.1287","186","220","53.102654","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00252.dat","False",""
"253","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.0346033","3.8041295","0.419317","0.223534","0.0071181377","0.0018513727","0.06508561","0.007875695","0.037691132","0.00279129","252.4136","232.5","200","52.884426","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00253.dat","False",""
"254","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","2.4094573","0.29566961","4.0749522","0.0090153659","0.0090136","0.00340592","0.010895753","0.04636766","0.0022665276","318.8381","213.9","220","53.827557","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00254.dat","False",""
"255","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","5.1988017","0.21323801","2.4243444","0.0080667518","0.0027466511","0.052749672","0.006365666","0.055044188","0.0004298592","318.8381","148.8","170","62.647144","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00255.dat","False",""
"256","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.876721","3.8041295","0.089590616","1.3239392","0.0014264531","0.0072230432","0.077421548","0.01542584","0.072397244","0.001479384","318.8381","232.5","170","55.713676","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00256.dat","False",""
"257","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.70829746","7.29081","0.419317","1.8741418","0.00996398","0.00095609431","0.1267653","0.00032555","0.072397244","0.0025289088","332.123","223.2","210","53.978519","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00257.dat","False",""
"258","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.20302684","7.29081","0.089590616","2.4243444","0.000477839","6.08159E-05","0.052749672","0.00032555","0.011661548","0.0009546216","278.9834","158.1","230","60.748428","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00258.dat","False",""
"259","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","6.5934739","0.29566961","1.8741418","0.0033236813","6.08159E-05","0.089757486","0.010895753","0.081073772","0.0017417652","278.9834","204.6","170","53.286213","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00259.dat","False",""
"260","LatinHyperCube","Complete","NormalTermination","Training","Auto","False","False","0.53987392","3.1067934","0.13080641","3.5247496","0.0090153659","0.0090136","0.052749672","0.010895753","0.011661548","0.00279129","212.5589","223.2","170","52.32056","DESKTOP-TOCK0PK","Lowsal_SA.cmsd\Lowsal_SA_00260.dat","False",""
